Sr. No.,State,Work,Work ID,IDA,MP Name,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),expenditure_amount,threshold_proximity_pct,vendor_payout_velocity,vendor_cumulative_30d,cumulative_vendor_spend_vs_threshold_pct,mp_total_allocation,amount_to_mp_budget_pct,year_month,ida_monthly_txns,risk_output,risk_score
58626,58627,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204265,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204265', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58625,58626,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204264,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,400000,400000.0,1.83,29,8790000.0,0.0,147000000.0,0.27210884353741494,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204264', 'risk_score': 14.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.27, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2036, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.6989}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3911}]}",14.3
58624,58625,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204259,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204259', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58633,58634,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204240,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204240', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58623,58624,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204258,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,960000,960000.0,0.0,29,8790000.0,0.0,147000000.0,0.653061224489796,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204258', 'risk_score': 32.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 960000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.65, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.1274, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 960000.0, 'contribution_to_risk': 1.3933}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.653061224489796, 'contribution_to_risk': 1.3223}, {'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.7626}]}",32.9
58634,58635,Jharkhand,Renovation of ponds and lakes,WS/MP18074/2025-2026/204236,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,400000,400000.0,1.83,29,8790000.0,0.0,147000000.0,0.27210884353741494,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204236', 'risk_score': 14.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.27, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2036, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.6989}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3911}]}",14.3
58630,58631,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204255,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,400000,400000.0,1.83,29,8790000.0,0.0,147000000.0,0.27210884353741494,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204255', 'risk_score': 14.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.27, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2036, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.6989}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3911}]}",14.3
58635,58636,Jharkhand,Installing hand pumps,WS/MP18074/2025-2026/204237,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,240000,240000.0,0.0,29,8790000.0,0.0,147000000.0,0.163265306122449,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204237', 'risk_score': 6.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2361, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.4848}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4568}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.4365}]}",6.3
58632,58633,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204239,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204239', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58622,58623,Jharkhand,Construction of common work sheds/ common covered sitting area,WS/MP18074/2025-2026/204257,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204257', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58621,58622,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204262,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,480000,480000.0,44.93,29,8790000.0,0.0,147000000.0,0.326530612244898,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204262', 'risk_score': 41.0, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 480000.0, 'threshold_proximity_pct': 44.93, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.33, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.0946, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 44.93, 'contribution_to_risk': 3.1053}, {'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.6491}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.3617}]}",41.0
58620,58621,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204260,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204260', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58619,58620,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204263,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,320000,320000.0,0.07,29,8790000.0,0.0,147000000.0,0.21768707482993196,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204263', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 320000.0, 'threshold_proximity_pct': 0.07, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2276, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.5585}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.456}, {'feature': 'threshold_proximity_pct', 'value': 0.07, 'contribution_to_risk': -0.4042}]}",8.4
58618,58619,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204256,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,960000,960000.0,0.0,29,8790000.0,0.0,147000000.0,0.653061224489796,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204256', 'risk_score': 32.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 960000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.65, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.1274, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 960000.0, 'contribution_to_risk': 1.3933}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.653061224489796, 'contribution_to_risk': 1.3223}, {'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.7626}]}",32.9
58629,58630,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2025-2026/204254,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-02,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,Payment Success,240000,240000.0,0.0,29,8790000.0,0.0,147000000.0,0.163265306122449,2025-09,19,"{'Work ID': 'WS/MP18074/2025-2026/204254', 'risk_score': 6.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 29, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 19}, 'raw_anomaly_score': 0.2361, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 29, 'contribution_to_risk': 0.4848}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4568}, {'feature': 'ida_monthly_txns', 'value': 19, 'contribution_to_risk': -0.4365}]}",6.3
58817,58818,Maharashtra,Construction of rooms and halls in school and colleges,WS/MP18118/2025-2026/160495,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),2025-09-03,ULTRA MODERN GIRLS DEGREE COLLEGE MEHNAGER AZAMGARG,Payment Success,1000000,1000000.0,0.0,1,1000000.0,0.0,147000000.0,0.6802721088435374,2025-09,1,"{'Work ID': 'WS/MP18118/2025-2026/160495', 'risk_score': 22.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 1000000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.68, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.1718, 'top_contributing_features': [{'feature': 'amount_to_mp_budget_pct', 'value': 0.6802721088435374, 'contribution_to_risk': 1.1995}, {'feature': 'expenditure_amount', 'value': 1000000.0, 'contribution_to_risk': 1.1231}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4898}]}",22.1
58785,58786,West Bengal,Development of public parks,WS/MP829/2025-2026/169878,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Smt Sajda Ahmed,ULUBERIA,2025-09-04,MONIMOY SINGHA ROY,Payment Success,2476161,2476161.0,0.0,1,2476161.0,0.0,147000000.0,1.6844632653061224,2025-09,1,"{'Work ID': 'WS/MP829/2025-2026/169878', 'risk_score': 63.6, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 2476161.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 1.68, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.0022, 'top_contributing_features': [{'feature': 'amount_to_mp_budget_pct', 'value': 1.6844632653061224, 'contribution_to_risk': 3.4338}, {'feature': 'expenditure_amount', 'value': 2476161.0, 'contribution_to_risk': 3.3954}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.3446}]}",63.6
58935,58936,Punjab,Purchase of mobile water tankers,WS/MP18153/2025-2026/212853,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2025-09-08,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240327,240327.0,0.0,15,3585321.0,0.35,147000000.0,0.16348775510204083,2025-09,1,"{'Work ID': 'WS/MP18153/2025-2026/212853', 'risk_score': 8.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240327.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 15, 'cumulative_vendor_spend_vs_threshold_pct': 0.35, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2269, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4587}, {'feature': 'expenditure_amount', 'value': 240327.0, 'contribution_to_risk': -0.3074}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.16348775510204083, 'contribution_to_risk': -0.2758}]}",8.6
58661,58662,Telangana,Construction of community centers and community halls,WS/MP761/2025-2026/170405,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2025-09-08,GUTHI SRINIVAS,Payment Success,300000,300000.0,0.03,3,950000.0,0.0,281396355.11,0.10661118900517658,2025-09,1,"{'Work ID': 'WS/MP761/2025-2026/170405', 'risk_score': 4.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 300000.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2424, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4139}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.3962}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3962}]}",4.8
58514,58515,West Bengal,Street lights,WS/MP18251/2025-2026/195312,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,2025-09-09,MAA CONSTRUCTION SAIFUL ISLAM SARDAR,Payment Success,858347,858347.0,0.0,1,858347.0,0.0,147000000.0,0.5839095238095238,2025-09,4,"{'Work ID': 'WS/MP18251/2025-2026/195312', 'risk_score': 16.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 858347.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.58, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.1937, 'top_contributing_features': [{'feature': 'amount_to_mp_budget_pct', 'value': 0.5839095238095238, 'contribution_to_risk': 0.9829}, {'feature': 'expenditure_amount', 'value': 858347.0, 'contribution_to_risk': 0.8914}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4873}]}",16.7
58513,58514,West Bengal,Street lights,WS/MP18251/2025-2026/195325,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,2025-09-10,MAA CONSTRUCTION SAIFUL ISLAM SARDAR,Payment Success,1279779,1279779.0,0.0,2,2138126.0,0.0,147000000.0,0.8705979591836734,2025-09,4,"{'Work ID': 'WS/MP18251/2025-2026/195325', 'risk_score': 31.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 1279779.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.87, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.1347, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 1279779.0, 'contribution_to_risk': 1.8905}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.8705979591836734, 'contribution_to_risk': 1.8134}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.3913}]}",31.1
58446,58447,Karnataka,Construction of community centers and community halls,WS/MP18089/2025-2026/175183,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,2025-09-11,VIRUPAKSHAGOUDA,Payment Success,73967,73967.0,0.0,2,298967.0,0.03,147000000.0,0.050317687074829934,2025-09,1,"{'Work ID': 'WS/MP18089/2025-2026/175183', 'risk_score': 4.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 73967.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.03, 'budget_impact_pct': 0.05, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2422, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4572}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4282}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.03, 'contribution_to_risk': -0.3677}]}",4.8
58773,58774,Punjab,Installation of multi-gym equipment,WS/MP18153/2025-2026/187216,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2025-09-12,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,235424,235424.0,0.0,15,3579811.0,0.34,147000000.0,0.16015238095238096,2025-09,1,"{'Work ID': 'WS/MP18153/2025-2026/187216', 'risk_score': 8.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 235424.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 15, 'cumulative_vendor_spend_vs_threshold_pct': 0.34, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2278, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4584}, {'feature': 'expenditure_amount', 'value': 235424.0, 'contribution_to_risk': -0.3198}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.16015238095238096, 'contribution_to_risk': -0.2816}]}",8.3
58515,58516,West Bengal,Street lights,WS/MP18251/2025-2026/195371,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,2025-09-12,MAA CONSTRUCTION SAIFUL ISLAM SARDAR,Payment Success,1279966,1279966.0,0.0,4,4276439.0,5.53,147000000.0,0.8707251700680272,2025-09,4,"{'Work ID': 'WS/MP18251/2025-2026/195371', 'risk_score': 44.9, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 1279966.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 5.53, 'budget_impact_pct': 0.87, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.0786, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 1279966.0, 'contribution_to_risk': 1.9384}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.8707251700680272, 'contribution_to_risk': 1.8263}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 5.53, 'contribution_to_risk': 1.0815}]}",44.9
58516,58517,West Bengal,Street lights,WS/MP18251/2025-2026/195310,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,2025-09-12,MAA CONSTRUCTION SAIFUL ISLAM SARDAR,Payment Success,858347,858347.0,0.0,4,4276439.0,5.53,147000000.0,0.5839095238095238,2025-09,4,"{'Work ID': 'WS/MP18251/2025-2026/195310', 'risk_score': 30.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 858347.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 5.53, 'budget_impact_pct': 0.58, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.1392, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 5.53, 'contribution_to_risk': 1.1589}, {'feature': 'expenditure_amount', 'value': 858347.0, 'contribution_to_risk': 1.0095}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.5839095238095238, 'contribution_to_risk': 1.0002}]}",30.0
