Sr. No.,State,Work,Work ID,IDA,MP Name,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),expenditure_amount,threshold_proximity_pct,vendor_payout_velocity,vendor_cumulative_30d,cumulative_vendor_spend_vs_threshold_pct,mp_total_allocation,amount_to_mp_budget_pct,year_month,ida_monthly_txns,risk_output,risk_score
58710,58711,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18074/2024-2025/138717,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2024-10-07,Junior Engineer Zila Parishad Ranchi Sunny Choudhary,Payment Success,486750,486750.0,58.86,8,4056000.0,2.29,147000000.0,0.33112244897959187,2024-10,8,"{'Work ID': 'WS/MP18074/2024-2025/138717', 'risk_score': 43.2, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 486750.0, 'threshold_proximity_pct': 58.86, 'vendor_30d_frequency': 8, 'cumulative_vendor_spend_vs_threshold_pct': 2.29, 'budget_impact_pct': 0.33, 'ida_monthly_txns': 8}, 'raw_anomaly_score': 0.0854, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 58.86, 'contribution_to_risk': 3.6264}, {'feature': 'ida_monthly_txns', 'value': 8, 'contribution_to_risk': -0.336}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 2.29, 'contribution_to_risk': 0.3128}]}",43.2
58683,58684,Telangana,Construction of boundary walls of existing public and community buildings,WS/MP761/2024-2025/144940,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-07,MOHAMMAD ZAHEED HUSSAIN,Payment Success,299998,299998.0,0.03,1,299998.0,0.03,281396355.11,0.10661047826391655,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144940', 'risk_score': 1.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 299998.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.03, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2556, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4984}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4143}, {'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4043}]}",1.5
58555,58556,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024-2025/142726,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-10-07,GRAM PANCHAYAT PASID,Payment Success,240000,240000.0,0.0,1,240000.0,0.0,150384382.11,0.1595910403943741,2024-10,6,"{'Work ID': 'WS/MP18278/2024-2025/142726', 'risk_score': 1.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 6}, 'raw_anomaly_score': 0.2564, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4948}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4675}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4057}]}",1.3
58711,58712,Jharkhand,Construction of buildings for community cultural activities,WS/MP18074/2024-2025/138716,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2024-10-07,Junior Engineer Zila Parishad Ranchi Sunny Choudhary,Payment Success,686250,686250.0,0.0,8,4056000.0,2.29,147000000.0,0.4668367346938775,2024-10,8,"{'Work ID': 'WS/MP18074/2024-2025/138716', 'risk_score': 19.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 686250.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 8, 'cumulative_vendor_spend_vs_threshold_pct': 2.29, 'budget_impact_pct': 0.47, 'ida_monthly_txns': 8}, 'raw_anomaly_score': 0.1807, 'top_contributing_features': [{'feature': 'amount_to_mp_budget_pct', 'value': 0.4668367346938775, 'contribution_to_risk': 0.6523}, {'feature': 'expenditure_amount', 'value': 686250.0, 'contribution_to_risk': 0.6426}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 2.29, 'contribution_to_risk': 0.4383}]}",19.9
58448,58449,Tamil Nadu,Construction of community centers and community halls,WS/MP393/2024-2025/145379,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),Shri Karti P Chidambaram,SIVAGANGA,2024-10-08,R RAMACHANDRAN Contractor,Payment Success,299787,299787.0,0.03,1,299787.0,0.03,159049284.11,0.18848685907486665,2024-10,3,"{'Work ID': 'WS/MP393/2024-2025/145379', 'risk_score': 2.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 299787.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.03, 'budget_impact_pct': 0.19, 'ida_monthly_txns': 3}, 'raw_anomaly_score': 0.252, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5039}, {'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4392}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.03, 'contribution_to_risk': -0.3758}]}",2.4
58447,58448,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP393/2024-2025/144136,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),Shri Karti P Chidambaram,SIVAGANGA,2024-10-08,ANBARASAN CONTRACTOR,Payment Success,199674,199674.0,0.0,1,199674.0,0.0,159049284.11,0.12554221863828294,2024-10,3,"{'Work ID': 'WS/MP393/2024-2025/144136', 'risk_score': 1.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 199674.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.13, 'ida_monthly_txns': 3}, 'raw_anomaly_score': 0.2561, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4897}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4699}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4021}]}",1.4
58495,58496,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/144991,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-09,THOKALA BALA KISHAN,Payment Success,397374,397374.0,1.65,1,397374.0,1.65,281396355.11,0.1412150487324768,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144991', 'risk_score': 8.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 397374.0, 'threshold_proximity_pct': 1.65, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.65, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2264, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5248}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4562}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.65, 'contribution_to_risk': 0.292}]}",8.7
58503,58504,Telangana,Construction of boundary walls of existing public and community buildings,WS/MP761/2024-2025/146272,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-09,APPALA BHUMANNA,Payment Success,400000,400000.0,1.83,1,400000.0,1.83,281396355.11,0.14214825200690212,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/146272', 'risk_score': 9.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.83, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2248, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.529}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4552}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.83, 'contribution_to_risk': 0.2999}]}",9.1
58414,58415,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/144976,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-09,SHAIK ASAD,Payment Success,400000,400000.0,1.83,1,400000.0,1.83,281396355.11,0.14214825200690212,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144976', 'risk_score': 9.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.83, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2248, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.529}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4552}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.83, 'contribution_to_risk': 0.2999}]}",9.1
58648,58649,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/144990,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-09,BONGURULA RAMCHANDER RAO,Payment Success,399322,399322.0,1.78,1,399322.0,1.78,281396355.11,0.14190731071975043,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144990', 'risk_score': 8.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 399322.0, 'threshold_proximity_pct': 1.78, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.78, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.226, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5286}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4565}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.78, 'contribution_to_risk': 0.2966}]}",8.8
58413,58414,Telangana,Construction of boundary walls of existing public and community buildings,WS/MP761/2024-2025/145003,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-10,MADDI SUDHARSHAN,Payment Success,492446,492446.0,73.92,1,492446.0,73.92,281396355.11,0.1750008452694773,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/145003', 'risk_score': 65.7, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': True, 'metrics': {'amount': 492446.0, 'threshold_proximity_pct': 73.92, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 73.92, 'budget_impact_pct': 0.18, 'ida_monthly_txns': 17}, 'raw_anomaly_score': -0.0065, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 73.92, 'contribution_to_risk': 3.4841}, {'feature': 'threshold_proximity_pct', 'value': 73.92, 'contribution_to_risk': 3.1485}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.348}]}",65.7
58496,58497,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/144956,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-10,THALLAPELLY RAJA GOUD,Payment Success,486885,486885.0,59.18,1,486885.0,59.18,281396355.11,0.17302462919595135,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144956', 'risk_score': 60.5, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 486885.0, 'threshold_proximity_pct': 59.18, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 59.18, 'budget_impact_pct': 0.17, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.0147, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 59.18, 'contribution_to_risk': 3.2484}, {'feature': 'threshold_proximity_pct', 'value': 59.18, 'contribution_to_risk': 2.9113}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.3607}]}",60.5
58444,58445,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/144957,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-10,SAMA SURENDER,Payment Success,369825,369825.0,0.55,1,369825.0,0.55,281396355.11,0.13142494324613144,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144957', 'risk_score': 5.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 369825.0, 'threshold_proximity_pct': 0.55, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.55, 'budget_impact_pct': 0.13, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2386, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.503}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4306}, {'feature': 'threshold_proximity_pct', 'value': 0.55, 'contribution_to_risk': -0.2992}]}",5.7
58991,58992,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024-2025/137692,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-10-14,GRAM PANCHAYAT BELHADIH,Payment Success,400000,400000.0,1.83,1,400000.0,1.83,150384382.11,0.2659850673239568,2024-10,6,"{'Work ID': 'WS/MP18278/2024-2025/137692', 'risk_score': 8.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.83, 'budget_impact_pct': 0.27, 'ida_monthly_txns': 6}, 'raw_anomaly_score': 0.2254, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5543}, {'feature': 'ida_monthly_txns', 'value': 6, 'contribution_to_risk': -0.4222}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.83, 'contribution_to_risk': 0.2732}]}",8.9
58416,58417,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/144938,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-14,NAIDI NARSIAH,Payment Success,399115,399115.0,1.77,1,399115.0,1.77,281396355.11,0.14183374899933684,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/144938', 'risk_score': 8.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 399115.0, 'threshold_proximity_pct': 1.77, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.77, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.226, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5287}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4564}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.77, 'contribution_to_risk': 0.2963}]}",8.8
58798,58799,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/147241,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-16,DHAMMAREDDY PRADEEP,Payment Success,492939,492939.0,75.39,2,892490.0,0.0,281396355.11,0.1751760429900758,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/147241', 'risk_score': 40.5, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 492939.0, 'threshold_proximity_pct': 75.39, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.18, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.0964, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 75.39, 'contribution_to_risk': 4.3687}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.3749}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.3476}]}",40.5
58799,58800,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/146605,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-16,DHAMMAREDDY PRADEEP,Payment Success,399551,399551.0,1.8,2,892490.0,0.0,281396355.11,0.14198869059402436,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/146605', 'risk_score': 4.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 399551.0, 'threshold_proximity_pct': 1.8, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2424, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4946}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4516}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4052}]}",4.8
58653,58654,Telangana,Construction of rooms and halls in school and colleges,WS/MP761/2024-2025/147238,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-16,GUTHI SRINIVAS,Payment Success,494999,494999.0,81.87,4,1884999.0,0.0,281396355.11,0.17590810648791136,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/147238', 'risk_score': 43.5, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 494999.0, 'threshold_proximity_pct': 81.87, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.18, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.0843, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 81.87, 'contribution_to_risk': 4.6187}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.3483}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3225}]}",43.5
58501,58502,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024-2025/134629,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-10-17,sarpanch gram panchayat arsiya,Payment Success,400000,400000.0,1.83,1,400000.0,1.83,150384382.11,0.2659850673239568,2024-10,6,"{'Work ID': 'WS/MP18278/2024-2025/134629', 'risk_score': 8.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 1.83, 'budget_impact_pct': 0.27, 'ida_monthly_txns': 6}, 'raw_anomaly_score': 0.2254, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5543}, {'feature': 'ida_monthly_txns', 'value': 6, 'contribution_to_risk': -0.4222}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 1.83, 'contribution_to_risk': 0.2732}]}",8.9
58800,58801,Telangana,Street lights,WS/MP761/2024-2025/148187,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-21,DHAMMAREDDY PRADEEP,Payment Success,288856,288856.0,0.02,4,1529524.0,0.0,281396355.11,0.10265093870426431,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/148187', 'risk_score': 2.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 288856.0, 'threshold_proximity_pct': 0.02, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.1, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2521, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.02, 'contribution_to_risk': -0.4109}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4061}, {'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.4043}]}",2.4
58825,58826,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024-2025/142729,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-10-21,SARPANCH GRAM PANCHAYAT TUSMA,Payment Success,200000,200000.0,0.0,1,200000.0,0.0,150384382.11,0.1329925336619784,2024-10,2,"{'Work ID': 'WS/MP18278/2024-2025/142729', 'risk_score': 2.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 200000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.13, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2524, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4865}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4651}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3998}]}",2.3
58801,58802,Telangana,Construction of community centers and community halls,WS/MP761/2024-2025/148184,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-10-21,DHAMMAREDDY PRADEEP,Payment Success,348178,348178.0,0.23,4,1529524.0,0.0,281396355.11,0.12373223521814791,2024-10,17,"{'Work ID': 'WS/MP761/2024-2025/148184', 'risk_score': 3.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 348178.0, 'threshold_proximity_pct': 0.23, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.12, 'ida_monthly_txns': 17}, 'raw_anomaly_score': 0.2475, 'top_contributing_features': [{'feature': 'ida_monthly_txns', 'value': 17, 'contribution_to_risk': -0.421}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4068}, {'feature': 'vendor_payout_velocity', 'value': 4, 'contribution_to_risk': -0.3824}]}",3.5
58782,58783,Kerala,Construction of buildings for community cultural activities,WS/MP345/2024-2025/134143,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,2024-10-28,PRADEEP KUMAR P,Payment Success,66551,66551.0,0.0,2,163418.0,0.0,171477994.11,0.0388102277177961,2024-10,1,"{'Work ID': 'WS/MP345/2024-2025/134143', 'risk_score': 5.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 66551.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.04, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2409, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4558}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4334}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3964}]}",5.1
58537,58538,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024-2025/137679,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-10-28,SARPANCH GRAM PANCHAYAT SONIYATATH,Payment Success,599941,599941.0,0.0,2,999941.0,0.0,150384382.11,0.3989383681885049,2024-10,2,"{'Work ID': 'WS/MP18278/2024-2025/137679', 'risk_score': 11.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 599941.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.4, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2169, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4564}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.3989383681885049, 'contribution_to_risk': 0.4289}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4115}]}",11.0
58870,58871,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137290,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-10-29,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,207900,207900.0,0.0,9,1789200.0,0.0,147000000.0,0.14142857142857143,2024-10,9,"{'Work ID': 'WS/MP18153/2024-2025/137290', 'risk_score': 2.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 207900.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 9, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 9}, 'raw_anomaly_score': 0.2531, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4651}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4047}, {'feature': 'ida_monthly_txns', 'value': 9, 'contribution_to_risk': -0.3948}]}",2.2
